Time	 FairTen4	 FairTen5	 FairTen6	 
42.31	 274930	 274967	 274967	 
42.312	 274931	 274969	 274969	 
42.314	 274932	 274970	 274970	 
42.316	 274933	 274971	 274971	 
42.318	 274935	 274972	 274972	 
42.32	 274936	 274973	 274973	 
42.322	 274937	 274975	 274975	 
42.324	 274938	 274976	 274976	 
42.326	 274939	 274977	 274977	 
42.328	 274940	 274978	 274978	 
42.33	 274942	 274979	 274979	 
42.332	 274943	 274981	 274981	 
42.334	 274944	 274982	 274982	 
42.336	 274945	 274983	 274983	 
42.338	 274946	 274984	 274984	 
42.34	 274948	 274985	 274985	 
42.342	 274949	 274987	 274987	 
42.344	 274950	 274988	 274988	 
42.346	 274951	 274989	 274989	 
42.348	 274952	 274990	 274990	 
42.35	 274953	 274991	 274991	 
42.352	 274955	 274993	 274993	 
42.354	 274956	 274994	 274994	 
42.356	 274957	 274995	 274995	 
42.358	 274958	 274996	 274996	 
42.36	 274959	 274997	 274997	 
42.362	 274960	 274998	 274998	 
42.364	 274962	 275000	 275000	 
42.366	 274963	 275001	 275001	 
42.368	 274964	 275002	 275002	 
42.37	 274965	 275003	 275003	 
42.372	 274966	 275004	 275004	 
42.374	 274968	 275006	 275006	 
42.376	 274969	 275007	 275007	 
42.378	 274970	 275008	 275008	 
42.38	 274971	 275009	 275009	 
42.382	 274972	 275011	 275011	 
42.384	 274973	 275012	 275012	 
42.386	 274975	 275013	 275013	 
42.388	 274976	 275014	 275014	 
42.39	 274977	 275015	 275015	 
42.392	 274978	 275017	 275017	 
42.394	 274979	 275018	 275018	 
42.396	 274981	 275019	 275019	 
42.398	 274982	 275020	 275020	 
42.4	 274983	 275021	 275021	 
42.402	 274984	 275023	 275023	 
42.404	 274985	 275024	 275024	 
42.406	 274987	 275025	 275025	 
42.408	 274988	 275026	 275026	 
42.41	 274989	 275028	 275028	 
42.412	 274990	 275029	 275029	 
42.414	 274992	 275030	 275030	 
42.416	 274993	 275031	 275031	 
42.418	 274994	 275033	 275033	 
42.42	 274995	 275034	 275034	 
42.422	 274996	 275035	 275035	 
42.424	 274998	 275036	 275036	 
42.426	 274999	 275038	 275038	 
42.428	 275000	 275039	 275039	 
42.43	 275001	 275040	 275040	 
42.432	 275003	 275041	 275041	 
42.434	 275004	 275043	 275043	 
42.436	 275005	 275044	 275044	 
42.438	 275006	 275045	 275045	 
42.44	 275008	 275047	 275047	 
42.442	 275009	 275048	 275048	 
42.444	 275010	 275049	 275049	 
42.446	 275012	 275050	 275050	 
42.448	 275013	 275052	 275052	 
42.45	 275014	 275053	 275053	 
42.452	 275015	 275054	 275054	 
42.454	 275017	 275056	 275056	 
42.456	 275018	 275057	 275057	 
42.458	 275019	 275058	 275058	 
42.46	 275021	 275060	 275060	 
42.462	 275022	 275061	 275061	 
42.464	 275023	 275062	 275062	 
42.466	 275025	 275064	 275064	 
42.468	 275026	 275065	 275065	 
42.47	 275027	 275066	 275066	 
42.472	 275029	 275068	 275068	 
42.474	 275030	 275069	 275069	 
42.476	 275031	 275070	 275070	 
42.478	 275033	 275072	 275072	 
42.48	 275034	 275073	 275073	 
42.482	 275035	 275074	 275074	 
42.484	 275037	 275076	 275076	 
42.486	 275038	 275077	 275077	 
42.488	 275039	 275079	 275079	 
42.49	 275041	 275080	 275080	 
42.492	 275042	 275081	 275081	 
42.494	 275043	 275083	 275083	 
42.496	 275045	 275084	 275084	 
42.498	 275046	 275086	 275086	 
42.5	 275048	 275087	 275087	 
42.502	 275049	 275088	 275088	 
42.504	 275050	 275090	 275090	 
42.506	 275052	 275091	 275091	 
42.508	 275053	 275093	 275093	 
42.51	 275055	 275094	 275094	 
42.512	 275056	 275096	 275096	 
42.514	 275057	 275097	 275097	 
42.516	 275059	 275098	 275098	 
42.518	 275060	 275100	 275100	 
42.52	 275062	 275101	 275101	 
42.522	 275063	 275103	 275103	 
42.524	 275065	 275104	 275104	 
42.526	 275066	 275106	 275106	 
42.528	 275068	 275107	 275107	 
42.53	 275069	 275109	 275109	 
42.532	 275070	 275110	 275110	 
42.534	 275072	 275112	 275112	 
42.536	 275073	 275113	 275113	 
42.538	 275075	 275114	 275114	 
42.54	 275076	 275116	 275116	 
42.542	 275078	 275117	 275117	 
42.544	 275079	 275119	 275119	 
42.546	 275081	 275120	 275120	 
42.548	 275082	 275122	 275122	 
42.55	 275084	 275123	 275123	 
42.552	 275085	 275125	 275125	 
42.554	 275087	 275126	 275126	 
42.556	 275088	 275128	 275128	 
42.558	 275090	 275129	 275129	 
42.56	 275091	 275131	 275131	 
42.562	 275093	 275132	 275132	 
42.564	 275094	 275134	 275134	 
42.566	 275095	 275135	 275135	 
42.568	 275097	 275137	 275137	 
42.57	 275098	 275138	 275138	 
42.572	 275100	 275140	 275140	 
42.574	 275101	 275141	 275141	 
42.576	 275103	 275143	 275143	 
42.578	 275104	 275145	 275145	 
42.58	 275106	 275146	 275146	 
42.582	 275107	 275148	 275148	 
42.584	 275109	 275149	 275149	 
42.586	 275110	 275151	 275151	 
42.588	 275112	 275152	 275152	 
42.59	 275113	 275154	 275154	 
42.592	 275115	 275155	 275155	 
42.594	 275116	 275157	 275157	 
42.596	 275118	 275158	 275158	 
42.598	 275119	 275160	 275160	 
42.6	 275121	 275161	 275161	 
42.602	 275122	 275163	 275163	 
42.604	 275124	 275164	 275164	 
42.606	 275125	 275166	 275166	 
42.608	 275127	 275167	 275167	 
42.61	 275128	 275169	 275169	 
42.612	 275130	 275170	 275170	 
42.614	 275131	 275172	 275172	 
42.616	 275133	 275173	 275173	 
42.618	 275134	 275175	 275175	 
42.62	 275136	 275176	 275176	 
42.622	 275137	 275178	 275178	 
42.624	 275139	 275179	 275179	 
42.626	 275140	 275181	 275181	 
42.628	 275142	 275182	 275182	 
42.63	 275143	 275184	 275184	 
42.632	 275145	 275185	 275185	 
42.634	 275146	 275187	 275187	 
42.636	 275148	 275188	 275188	 
42.638	 275149	 275190	 275190	 
42.64	 275151	 275191	 275191	 
42.642	 275152	 275193	 275193	 
42.644	 275154	 275194	 275194	 
42.646	 275155	 275196	 275196	 
42.648	 275157	 275197	 275197	 
42.65	 275158	 275199	 275199	 
42.652	 275160	 275200	 275200	 
42.654	 275161	 275202	 275202	 
42.656	 275162	 275203	 275203	 
42.658	 275164	 275205	 275205	 
42.66	 275165	 275206	 275206	 
42.662	 275167	 275208	 275208	 
42.664	 275168	 275209	 275209	 
42.666	 275170	 275210	 275210	 
42.668	 275171	 275212	 275212	 
42.67	 275173	 275213	 275213	 
42.672	 275174	 275215	 275215	 
42.674	 275175	 275216	 275216	 
42.676	 275177	 275218	 275218	 
42.678	 275178	 275219	 275219	 
42.68	 275180	 275221	 275221	 
42.682	 275181	 275222	 275222	 
42.684	 275183	 275223	 275223	 
42.686	 275184	 275225	 275225	 
42.688	 275185	 275226	 275226	 
42.69	 275187	 275228	 275228	 
42.692	 275188	 275229	 275229	 
42.694	 275190	 275230	 275230	 
42.696	 275191	 275232	 275232	 
42.698	 275192	 275233	 275233	 
42.7	 275194	 275235	 275235	 
42.702	 275195	 275236	 275236	 
42.704	 275197	 275237	 275237	 
42.706	 275198	 275239	 275239	 
42.708	 275199	 275240	 275240	 
42.71	 275201	 275242	 275242	 
42.712	 275202	 275243	 275243	 
42.714	 275203	 275244	 275244	 
42.716	 275205	 275246	 275246	 
42.718	 275206	 275247	 275247	 
42.72	 275208	 275249	 275249	 
42.722	 275209	 275250	 275250	 
42.724	 275210	 275251	 275251	 
42.726	 275212	 275253	 275253	 
42.728	 275213	 275254	 275254	 
42.73	 275214	 275255	 275255	 
42.732	 275216	 275257	 275257	 
42.734	 275217	 275258	 275258	 
42.736	 275218	 275259	 275259	 
42.738	 275220	 275261	 275261	 
42.74	 275221	 275262	 275262	 
42.742	 275222	 275263	 275263	 
42.744	 275224	 275265	 275265	 
42.746	 275225	 275266	 275266	 
42.748	 275226	 275268	 275268	 
42.75	 275228	 275269	 275269	 
42.752	 275229	 275270	 275270	 
42.754	 275230	 275272	 275272	 
42.756	 275232	 275273	 275273	 
42.758	 275233	 275274	 275274	 
42.76	 275234	 275276	 275276	 
42.762	 275236	 275277	 275277	 
42.764	 275237	 275278	 275278	 
42.766	 275238	 275280	 275280	 
42.768	 275240	 275281	 275281	 
42.77	 275241	 275282	 275282	 
42.772	 275242	 275283	 275283	 
42.774	 275244	 275285	 275285	 
42.776	 275245	 275286	 275286	 
42.778	 275246	 275287	 275287	 
42.78	 275248	 275289	 275289	 
42.782	 275249	 275290	 275290	 
42.784	 275250	 275291	 275291	 
42.786	 275251	 275293	 275293	 
42.788	 275253	 275294	 275294	 
42.79	 275254	 275295	 275295	 
42.792	 275255	 275297	 275297	 
42.794	 275257	 275298	 275298	 
42.796	 275258	 275299	 275299	 
42.798	 275259	 275301	 275301	 
42.8	 275261	 275302	 275302	 
42.802	 275262	 275303	 275303	 
42.804	 275263	 275304	 275304	 
42.806	 275264	 275306	 275306	 
42.808	 275266	 275307	 275307	 
42.81	 275267	 275308	 275308	 
42.812	 275268	 275310	 275310	 
42.814	 275270	 275311	 275311	 
42.816	 275271	 275312	 275312	 
42.818	 275272	 275314	 275314	 
42.82	 275274	 275315	 275315	 
42.822	 275275	 275316	 275316	 
42.824	 275276	 275317	 275317	 
42.826	 275277	 275319	 275319	 
42.828	 275279	 275320	 275320	 
42.83	 275280	 275321	 275321	 
42.832	 275281	 275323	 275323	 
42.834	 275283	 275324	 275324	 
42.836	 275284	 275325	 275325	 
42.838	 275285	 275327	 275327	 
42.84	 275286	 275328	 275328	 
42.842	 275288	 275329	 275329	 
42.844	 275289	 275330	 275330	 
42.846	 275290	 275332	 275332	 
42.848	 275292	 275333	 275333	 
42.85	 275293	 275334	 275334	 
42.852	 275294	 275336	 275336	 
42.854	 275295	 275337	 275337	 
42.856	 275297	 275338	 275338	 
42.858	 275298	 275340	 275340	 
42.86	 275299	 275341	 275341	 
42.862	 275301	 275342	 275342	 
42.864	 275302	 275343	 275343	 
42.866	 275303	 275345	 275345	 
42.868	 275304	 275346	 275346	 
42.87	 275306	 275347	 275347	 
42.872	 275307	 275349	 275349	 
42.874	 275308	 275350	 275350	 
42.876	 275310	 275351	 275351	 
42.878	 275311	 275352	 275352	 
42.88	 275312	 275354	 275354	 
42.882	 275313	 275355	 275355	 
42.884	 275315	 275356	 275356	 
42.886	 275316	 275358	 275358	 
42.888	 275317	 275359	 275359	 
42.89	 275319	 275360	 275360	 
42.892	 275320	 275361	 275361	 
42.894	 275321	 275363	 275363	 
42.896	 275322	 275364	 275364	 
42.898	 275324	 275365	 275365	 
42.9	 275325	 275366	 275366	 
42.902	 275326	 275368	 275368	 
42.904	 275327	 275369	 275369	 
42.906	 275329	 275370	 275370	 
42.908	 275330	 275371	 275371	 
42.91	 275331	 275373	 275373	 
42.912	 275332	 275374	 275374	 
42.914	 275334	 275375	 275375	 
42.916	 275335	 275377	 275377	 
42.918	 275336	 275378	 275378	 
42.92	 275337	 275379	 275379	 
42.922	 275339	 275380	 275380	 
42.924	 275340	 275381	 275381	 
42.926	 275341	 275383	 275383	 
42.928	 275342	 275384	 275384	 
42.93	 275344	 275385	 275385	 
42.932	 275345	 275386	 275386	 
42.934	 275346	 275388	 275388	 
42.936	 275347	 275389	 275389	 
42.938	 275348	 275390	 275390	 
42.94	 275350	 275391	 275391	 
42.942	 275351	 275393	 275393	 
42.944	 275352	 275394	 275394	 
42.946	 275353	 275395	 275395	 
42.948	 275354	 275396	 275396	 
42.95	 275356	 275397	 275397	 
42.952	 275357	 275399	 275399	 
42.954	 275358	 275400	 275400	 
42.956	 275359	 275401	 275401	 
42.958	 275360	 275402	 275402	 
42.96	 275362	 275403	 275403	 
42.962	 275363	 275404	 275404	 
42.964	 275364	 275406	 275406	 
42.966	 275365	 275407	 275407	 
42.968	 275366	 275408	 275408	 
42.97	 275367	 275409	 275409	 
42.972	 275368	 275410	 275410	 
42.974	 275370	 275411	 275411	 
42.976	 275371	 275412	 275412	 
42.978	 275372	 275414	 275414	 
42.98	 275373	 275415	 275415	 
42.982	 275374	 275416	 275416	 
42.984	 275375	 275417	 275417	 
42.986	 275376	 275418	 275418	 
42.988	 275377	 275419	 275419	 
42.99	 275379	 275420	 275420	 
42.992	 275380	 275421	 275421	 
42.994	 275381	 275422	 275422	 
42.996	 275382	 275423	 275423	 
42.998	 275383	 275425	 275425	 
43	 275384	 275426	 275426	 
43.002	 275385	 275427	 275427	 
43.004	 275386	 275428	 275428	 
43.006	 275387	 275429	 275429	 
43.008	 275388	 275430	 275430	 
43.01	 275389	 275431	 275431	 
43.012	 275390	 275432	 275432	 
43.014	 275391	 275433	 275433	 
43.016	 275392	 275434	 275434	 
43.018	 275393	 275435	 275435	 
43.02	 275394	 275436	 275436	 
43.022	 275395	 275437	 275437	 
43.024	 275396	 275438	 275438	 
43.026	 275397	 275439	 275439	 
43.028	 275398	 275440	 275440	 
43.03	 275399	 275441	 275441	 
43.032	 275400	 275442	 275442	 
43.034	 275401	 275443	 275443	 
43.036	 275402	 275444	 275444	 
43.038	 275403	 275445	 275445	 
43.04	 275404	 275446	 275446	 
43.042	 275405	 275447	 275447	 
43.044	 275406	 275448	 275448	 
43.046	 275407	 275448	 275448	 
43.048	 275408	 275449	 275449	 
43.05	 275409	 275450	 275450	 
43.052	 275410	 275451	 275451	 
43.054	 275410	 275452	 275452	 
43.056	 275411	 275453	 275453	 
43.058	 275412	 275454	 275454	 
43.06	 275413	 275455	 275455	 
43.062	 275414	 275456	 275456	 
43.064	 275415	 275456	 275456	 
43.066	 275416	 275457	 275457	 
43.068	 275417	 275458	 275458	 
43.07	 275417	 275459	 275459	 
43.072	 275418	 275460	 275460	 
43.074	 275419	 275461	 275461	 
43.076	 275420	 275461	 275461	 
43.078	 275421	 275462	 275462	 
43.08	 275422	 275463	 275463	 
43.082	 275422	 275464	 275464	 
43.084	 275423	 275465	 275465	 
43.086	 275424	 275465	 275465	 
43.088	 275425	 275466	 275466	 
43.09	 275425	 275467	 275467	 
43.092	 275426	 275468	 275468	 
43.094	 275427	 275469	 275469	 
43.096	 275428	 275469	 275469	 
43.098	 275429	 275470	 275470	 
43.1	 275429	 275471	 275471	 
43.102	 275430	 275471	 275471	 
43.104	 275431	 275472	 275472	 
43.106	 275431	 275473	 275473	 
43.108	 275432	 275474	 275474	 
43.11	 275433	 275474	 275474	 
43.112	 275434	 275475	 275475	 
43.114	 275434	 275476	 275476	 
43.116	 275435	 275476	 275476	 
43.118	 275436	 275477	 275477	 
43.12	 275436	 275478	 275478	 
43.122	 275437	 275478	 275478	 
43.124	 275438	 275479	 275479	 
43.126	 275438	 275480	 275480	 
43.128	 275439	 275480	 275480	 
43.13	 275440	 275481	 275481	 
43.132	 275440	 275482	 275482	 
43.134	 275441	 275482	 275482	 
43.136	 275442	 275483	 275483	 
43.138	 275442	 275484	 275484	 
43.14	 275443	 275484	 275484	 
43.142	 275444	 275485	 275485	 
43.144	 275444	 275485	 275485	 
43.146	 275445	 275486	 275486	 
43.148	 275445	 275487	 275487	 
43.15	 275446	 275487	 275487	 
43.152	 275447	 275488	 275488	 
43.154	 275447	 275488	 275488	 
43.156	 275448	 275489	 275489	 
43.158	 275448	 275489	 275489	 
43.16	 275449	 275490	 275490	 
43.162	 275449	 275491	 275491	 
43.164	 275450	 275491	 275491	 
43.166	 275450	 275492	 275492	 
43.168	 275451	 275492	 275492	 
43.17	 275452	 275493	 275493	 
43.172	 275452	 275493	 275493	 
43.174	 275453	 275494	 275494	 
43.176	 275453	 275494	 275494	 
43.178	 275454	 275495	 275495	 
43.18	 275454	 275495	 275495	 
43.182	 275455	 275496	 275496	 
43.184	 275455	 275496	 275496	 
43.186	 275456	 275497	 275497	 
43.188	 275456	 275497	 275497	 
43.19	 275456	 275498	 275498	 
43.192	 275457	 275498	 275498	 
43.194	 275457	 275498	 275498	 
43.196	 275458	 275499	 275499	 
43.198	 275458	 275499	 275499	 
43.2	 275459	 275500	 275500	 
43.202	 275459	 275500	 275500	 
43.204	 275460	 275501	 275501	 
43.206	 275460	 275501	 275501	 
43.208	 275460	 275501	 275501	 
43.21	 275461	 275502	 275502	 
43.212	 275461	 275502	 275502	 
43.214	 275462	 275502	 275502	 
43.216	 275462	 275503	 275503	 
43.218	 275462	 275503	 275503	 
43.22	 275463	 275504	 275504	 
43.222	 275463	 275504	 275504	 
43.224	 275463	 275504	 275504	 
43.226	 275464	 275505	 275505	 
43.228	 275464	 275505	 275505	 
43.23	 275464	 275505	 275505	 
43.232	 275465	 275505	 275505	 
43.234	 275465	 275506	 275506	 
43.236	 275465	 275506	 275506	 
43.238	 275466	 275506	 275506	 
43.24	 275466	 275507	 275507	 
43.242	 275466	 275507	 275507	 
43.244	 275466	 275507	 275507	 
43.246	 275467	 275507	 275507	 
43.248	 275467	 275508	 275508	 
43.25	 275467	 275508	 275508	 
43.252	 275467	 275508	 275508	 
43.254	 275468	 275508	 275508	 
43.256	 275468	 275508	 275508	 
43.258	 275468	 275509	 275509	 
43.26	 275468	 275509	 275509	 
43.262	 275468	 275509	 275509	 
43.264	 275469	 275509	 275509	 
43.266	 275469	 275509	 275509	 
43.268	 275469	 275509	 275509	 
43.27	 275469	 275510	 275510	 
43.272	 275469	 275510	 275510	 
43.274	 275469	 275510	 275510	 
43.276	 275470	 275510	 275510	 
43.278	 275470	 275510	 275510	 
43.28	 275470	 275510	 275510	 
43.282	 275470	 275510	 275510	 
43.284	 275470	 275510	 275510	 
43.286	 275470	 275510	 275510	 
43.288	 275470	 275510	 275510	 
43.29	 275470	 275510	 275510	 
43.292	 275470	 275511	 275511	 
43.294	 275470	 275511	 275511	 
43.296	 275470	 275511	 275511	 
43.298	 275470	 275511	 275511	 
43.3	 275470	 275511	 275511	 
43.302	 275470	 275511	 275511	 
43.304	 275470	 275510	 275510	 
43.306	 275470	 275510	 275510	 
43.308	 275470	 275510	 275510	 
43.31	 275470	 275510	 275510	 
43.312	 275470	 275510	 275510	 
43.314	 275470	 275510	 275510	 
43.316	 275470	 275510	 275510	 
43.318	 275470	 275510	 275510	 
43.32	 275470	 275510	 275510	 
43.322	 275470	 275510	 275510	 
43.324	 275470	 275510	 275510	 
43.326	 275469	 275509	 275509	 
43.328	 275469	 275509	 275509	 
43.33	 275469	 275509	 275509	 
43.332	 275469	 275509	 275509	 
43.334	 275469	 275509	 275509	 
43.336	 275468	 275508	 275508	 
43.338	 275468	 275508	 275508	 
43.34	 275468	 275508	 275508	 
43.342	 275468	 275508	 275508	 
43.344	 275468	 275507	 275507	 
43.346	 275467	 275507	 275507	 
43.348	 275467	 275507	 275507	 
43.35	 275467	 275507	 275507	 
43.352	 275466	 275506	 275506	 
43.354	 275466	 275506	 275506	 
43.356	 275466	 275506	 275506	 
43.358	 275466	 275505	 275505	 
43.36	 275465	 275505	 275505	 
43.362	 275465	 275504	 275504	 
43.364	 275464	 275504	 275504	 
43.366	 275464	 275504	 275504	 
43.368	 275464	 275503	 275503	 
43.37	 275463	 275503	 275503	 
43.372	 275463	 275502	 275502	 
43.374	 275462	 275502	 275502	 
43.376	 275462	 275502	 275502	 
43.378	 275462	 275501	 275501	 
43.38	 275461	 275501	 275501	 
43.382	 275461	 275500	 275500	 
43.384	 275460	 275500	 275500	 
43.386	 275460	 275499	 275499	 
43.388	 275459	 275498	 275498	 
43.39	 275459	 275498	 275498	 
43.392	 275458	 275497	 275497	 
43.394	 275457	 275497	 275497	 
43.396	 275457	 275496	 275496	 
43.398	 275456	 275496	 275496	 
43.4	 275456	 275495	 275495	 
43.402	 275455	 275494	 275494	 
43.404	 275455	 275494	 275494	 
43.406	 275454	 275493	 275493	 
43.408	 275453	 275492	 275492	 
43.41	 275453	 275492	 275492	 
43.412	 275452	 275491	 275491	 
43.414	 275451	 275490	 275490	 
43.416	 275451	 275490	 275490	 
43.418	 275450	 275489	 275489	 
43.42	 275449	 275488	 275488	 
43.422	 275448	 275488	 275488	 
43.424	 275448	 275487	 275487	 
43.426	 275447	 275486	 275486	 
43.428	 275446	 275485	 275485	 
43.43	 275445	 275484	 275484	 
43.432	 275445	 275484	 275484	 
43.434	 275444	 275483	 275483	 
43.436	 275443	 275482	 275482	 
43.438	 275442	 275481	 275481	 
43.44	 275441	 275480	 275480	 
43.442	 275441	 275479	 275479	 
43.444	 275440	 275479	 275479	 
43.446	 275439	 275478	 275478	 
43.448	 275438	 275477	 275477	 
43.45	 275437	 275476	 275476	 
43.452	 275436	 275475	 275475	 
43.454	 275435	 275474	 275474	 
43.456	 275434	 275473	 275473	 
43.458	 275434	 275472	 275472	 
43.46	 275433	 275471	 275471	 
43.462	 275432	 275470	 275470	 
43.464	 275431	 275469	 275469	 
43.466	 275430	 275468	 275468	 
43.468	 275429	 275467	 275467	 
43.47	 275428	 275466	 275466	 
43.472	 275427	 275465	 275465	 
43.474	 275426	 275464	 275464	 
43.476	 275425	 275463	 275463	 
43.478	 275424	 275462	 275462	 
43.48	 275423	 275461	 275461	 
43.482	 275422	 275460	 275460	 
43.484	 275421	 275459	 275459	 
43.486	 275420	 275458	 275458	 
43.488	 275418	 275457	 275457	 
43.49	 275417	 275456	 275456	 
43.492	 275416	 275455	 275455	 
43.494	 275415	 275453	 275453	 
43.496	 275414	 275452	 275452	 
43.498	 275413	 275451	 275451	 
43.5	 275412	 275450	 275450	 
43.502	 275411	 275449	 275449	 
43.504	 275409	 275448	 275448	 
43.506	 275408	 275446	 275446	 
43.508	 275407	 275445	 275445	 
43.51	 275406	 275444	 275444	 
43.512	 275405	 275443	 275443	 
43.514	 275404	 275442	 275442	 
43.516	 275402	 275440	 275440	 
43.518	 275401	 275439	 275439	 
43.52	 275400	 275438	 275438	 
43.522	 275399	 275437	 275437	 
43.524	 275397	 275435	 275435	 
43.526	 275396	 275434	 275434	 
43.528	 275395	 275433	 275433	 
43.53	 275394	 275432	 275432	 
43.532	 275392	 275430	 275430	 
43.534	 275391	 275429	 275429	 
43.536	 275390	 275428	 275428	 
43.538	 275389	 275426	 275426	 
43.54	 275387	 275425	 275425	 
43.542	 275386	 275424	 275424	 
43.544	 275385	 275422	 275422	 
43.546	 275383	 275421	 275421	 
43.548	 275382	 275420	 275420	 
43.55	 275381	 275418	 275418	 
43.552	 275379	 275417	 275417	 
43.554	 275378	 275415	 275415	 
43.556	 275376	 275414	 275414	 
43.558	 275375	 275413	 275413	 
43.56	 275374	 275411	 275411	 
43.562	 275372	 275410	 275410	 
43.564	 275371	 275408	 275408	 
43.566	 275369	 275407	 275407	 
43.568	 275368	 275406	 275406	 
43.57	 275367	 275404	 275404	 
43.572	 275365	 275403	 275403	 
43.574	 275364	 275401	 275401	 
43.576	 275362	 275400	 275400	 
43.578	 275361	 275398	 275398	 
43.58	 275359	 275397	 275397	 
43.582	 275358	 275395	 275395	 
43.584	 275356	 275394	 275394	 
43.586	 275355	 275392	 275392	 
43.588	 275353	 275391	 275391	 
43.59	 275352	 275389	 275389	 
43.592	 275350	 275388	 275388	 
43.594	 275349	 275386	 275386	 
43.596	 275347	 275384	 275384	 
43.598	 275346	 275383	 275383	 
43.6	 275344	 275381	 275381	 
43.602	 275342	 275380	 275380	 
43.604	 275341	 275378	 275378	 
43.606	 275339	 275376	 275376	 
43.608	 275338	 275375	 275375	 
43.61	 275336	 275373	 275373	 
43.612	 275334	 275372	 275372	 
43.614	 275333	 275370	 275370	 
43.616	 275331	 275368	 275368	 
43.618	 275330	 275367	 275367	 
43.62	 275328	 275365	 275365	 
43.622	 275326	 275363	 275363	 
43.624	 275325	 275362	 275362	 
43.626	 275323	 275360	 275360	 
43.628	 275321	 275358	 275358	 
43.63	 275320	 275357	 275357	 
43.632	 275318	 275355	 275355	 
43.634	 275316	 275353	 275353	 
43.636	 275314	 275351	 275351	 
43.638	 275313	 275350	 275350	 
43.64	 275311	 275348	 275348	 
43.642	 275309	 275346	 275346	 
43.644	 275308	 275344	 275344	 
43.646	 275306	 275343	 275343	 
43.648	 275304	 275341	 275341	 
43.65	 275302	 275339	 275339	 
43.652	 275300	 275337	 275337	 
43.654	 275299	 275335	 275335	 
43.656	 275297	 275334	 275334	 
43.658	 275295	 275332	 275332	 
43.66	 275293	 275330	 275330	 
43.662	 275291	 275328	 275328	 
43.664	 275290	 275326	 275326	 
43.666	 275288	 275324	 275324	 
43.668	 275286	 275323	 275323	 
43.67	 275284	 275321	 275321	 
43.672	 275282	 275319	 275319	 
43.674	 275280	 275317	 275317	 
43.676	 275278	 275315	 275315	 
43.678	 275276	 275313	 275313	 
43.68	 275275	 275311	 275311	 
43.682	 275273	 275309	 275309	 
43.684	 275271	 275307	 275307	 
43.686	 275269	 275305	 275305	 
43.688	 275267	 275303	 275303	 
43.69	 275265	 275301	 275301	 
43.692	 275263	 275299	 275299	 
43.694	 275261	 275297	 275297	 
43.696	 275259	 275295	 275295	 
43.698	 275257	 275293	 275293	 
43.7	 275255	 275291	 275291	 
43.702	 275253	 275289	 275289	 
43.704	 275251	 275287	 275287	 
43.706	 275249	 275285	 275285	 
43.708	 275247	 275283	 275283	 
43.71	 275245	 275281	 275281	 
43.712	 275243	 275279	 275279	 
43.714	 275241	 275277	 275277	 
43.716	 275239	 275275	 275275	 
43.718	 275236	 275273	 275273	 
43.72	 275234	 275271	 275271	 
43.722	 275232	 275269	 275269	 
43.724	 275230	 275266	 275266	 
43.726	 275228	 275264	 275264	 
43.728	 275226	 275262	 275262	 
43.73	 275224	 275260	 275260	 
43.732	 275222	 275258	 275258	 
43.734	 275219	 275256	 275256	 
43.736	 275217	 275253	 275253	 
43.738	 275215	 275251	 275251	 
43.74	 275213	 275249	 275249	 
43.742	 275211	 275247	 275247	 
43.744	 275208	 275245	 275245	 
43.746	 275206	 275242	 275242	 
43.748	 275204	 275240	 275240	 
43.75	 275202	 275238	 275238	 
43.752	 275200	 275236	 275236	 
43.754	 275197	 275233	 275233	 
43.756	 275195	 275231	 275231	 
43.758	 275193	 275229	 275229	 
43.76	 275191	 275226	 275226	 
43.762	 275188	 275224	 275224	 
43.764	 275186	 275222	 275222	 
43.766	 275184	 275220	 275220	 
43.768	 275181	 275217	 275217	 
43.77	 275179	 275215	 275215	 
43.772	 275177	 275213	 275213	 
43.774	 275174	 275210	 275210	 
43.776	 275172	 275208	 275208	 
43.778	 275170	 275205	 275205	 
43.78	 275167	 275203	 275203	 
43.782	 275165	 275201	 275201	 
43.784	 275163	 275198	 275198	 
43.786	 275160	 275196	 275196	 
43.788	 275158	 275194	 275194	 
43.79	 275155	 275191	 275191	 
43.792	 275153	 275189	 275189	 
43.794	 275151	 275186	 275186	 
43.796	 275148	 275184	 275184	 
43.798	 275146	 275181	 275181	 
43.8	 275143	 275179	 275179	 
43.802	 275141	 275176	 275176	 
43.804	 275138	 275174	 275174	 
43.806	 275136	 275172	 275172	 
43.808	 275134	 275169	 275169	 
43.81	 275131	 275167	 275167	 
43.812	 275129	 275164	 275164	 
43.814	 275126	 275162	 275162	 
43.816	 275124	 275159	 275159	 
43.818	 275121	 275157	 275157	 
43.82	 275119	 275154	 275154	 
43.822	 275116	 275152	 275152	 
43.824	 275114	 275149	 275149	 
43.826	 275111	 275147	 275147	 
43.828	 275109	 275144	 275144	 
43.83	 275106	 275141	 275141	 
43.832	 275104	 275139	 275139	 
43.834	 275101	 275136	 275136	 
43.836	 275098	 275134	 275134	 
43.838	 275096	 275131	 275131	 
43.84	 275093	 275129	 275129	 
43.842	 275091	 275126	 275126	 
43.844	 275088	 275123	 275123	 
43.846	 275086	 275121	 275121	 
43.848	 275083	 275118	 275118	 
43.85	 275080	 275116	 275116	 
43.852	 275078	 275113	 275113	 
43.854	 275075	 275110	 275110	 
43.856	 275073	 275108	 275108	 
43.858	 275070	 275105	 275105	 
43.86	 275067	 275103	 275103	 
